cluster_id	source_group	member_id	call	participant
spaS102___28344	spaS102	spaS102___28344	vanY gene in vanG cluster	p125
spaS102___28344	mh_p125	mh_p125___59504	vanY gene in vanM cluster	p125
mh_p125___65366	mh_p125	mh_p125___65366	vanY gene in vanG cluster	p125
mh_p125___65366	mh_p125	mh_p125___147742	vanY gene in vanA cluster	p125
mh_p125___65366	spaS15	spaS15___51588	vanY gene in vanG cluster	p125
mh_p125___65366	spaS19	spaS19___104648	vanY gene in vanG cluster	p125
mh_p125___65366	spaS22	spaS22___45967	vanY gene in vanG cluster	p125
mh_p125___65366	spaS40	spaS40___49471	vanY gene in vanG cluster	p125
mh_p125___65366	spaS44	spaS44___70252	vanY gene in vanG cluster	p125
mh_p125___65366	spaS51	spaS51___48596	vanY gene in vanG cluster	p125
mh_p125___65366	spaS102	spaS102___61821	vanY gene in vanG cluster	p125
mh_p125___65366	spaS104	spaS104___79246	vanY gene in vanG cluster	p125
spaS102___78222	spaS15	spaS15___45476	vanT gene in vanC cluster	p125
spaS102___78222	spaS51	spaS51___69662	vanT gene in vanG cluster	p125
spaS102___78222	spaS104	spaS104___85929	vanT gene in vanC cluster	p125
mh_p125___118024	mh_p125	mh_p125___118024	vanY gene in vanG cluster	p125
mh_p125___118024	spaS19	spaS19___79034	vanY gene in vanG cluster	p125
mh_p125___118024	spaS22	spaS22___63788	vanY gene in vanB cluster	p125
spaS15___20395	spaS15	spaS15___20395	tet(W)	p125
spaS15___20395	mh_p125	mh_p125___16982	tet(W)	p125
spaS15___20395	mh_p125	mh_p125___129387	tet(W)	p125
spaS15___20395	spaS19	spaS19___124316	tet(W)	p125
spaS15___20395	spaS22	spaS22___37477	tet(W)	p125
spaS15___20395	spaS22	spaS22___52715	tet(W)	p125
spaS15___20395	spaS40	spaS40___4830	tet(W)	p125
spaS15___20395	spaS44	spaS44___46633	tet(W)	p125
spaS15___20395	spaS44	spaS44___86668	tet(W)	p125
spaS15___20395	spaS51	spaS51___41831	tet(W)	p125
spaS15___20395	spaS74	spaS74___107070	tet(O/W)	p125
spaS15___20395	spaS102	spaS102___79646	tet(W)	p125
spaS15___20395	spaS104	spaS104___474	tet(W)	p125
mh_p125___74067	mh_p125	mh_p125___74067	vanY gene in vanF cluster	p125
mh_p125___74067	spaS15	spaS15___83442	vanY gene in vanA cluster	p125
mh_p125___74067	spaS19	spaS19___43481	vanY gene in vanF cluster	p125
mh_p125___74067	spaS22	spaS22___35965	vanY gene in vanA cluster	p125
mh_p125___74067	spaS40	spaS40___34069	vanY gene in vanF cluster	p125
mh_p125___74067	spaS44	spaS44___16531	vanY gene in vanF cluster	p125
mh_p125___74067	spaS51	spaS51___17326	vanY gene in vanF cluster	p125
mh_p125___74067	spaS74	spaS74___30583	vanY gene in vanF cluster	p125
mh_p125___74067	spaS102	spaS102___54878	vanY gene in vanF cluster	p125
mh_p125___74067	spaS104	spaS104___26733	vanY gene in vanF cluster	p125
mh_p125___9111	mh_p125	mh_p125___9111	vanY gene in vanB cluster	p125
mh_p125___9111	spaS15	spaS15___29966	vanY gene in vanB cluster	p125
mh_p125___9111	spaS19	spaS19___26647	vanY gene in vanB cluster	p125
mh_p125___9111	spaS22	spaS22___48120	vanY gene in vanB cluster	p125
mh_p125___9111	spaS40	spaS40___8727	vanY gene in vanB cluster	p125
mh_p125___9111	spaS44	spaS44___9718	vanY gene in vanB cluster	p125
mh_p125___9111	spaS51	spaS51___24664	vanY gene in vanB cluster	p125
mh_p125___9111	spaS74	spaS74___112804	vanY gene in vanG cluster	p125
mh_p125___9111	spaS102	spaS102___91742	vanY gene in vanG cluster	p125
mh_p125___183919	mh_p125	mh_p125___183919	vanY gene in vanB cluster	p125
mh_p125___183919	spaS19	spaS19___68225	vanY gene in vanB cluster	p125
mh_p125___183919	spaS22	spaS22___44874	vanY gene in vanB cluster	p125
mh_p125___183919	spaS40	spaS40___62588	vanY gene in vanB cluster	p125
mh_p125___183919	spaS44	spaS44___26407	vanY gene in vanM cluster	p125
mh_p125___183919	spaS44	spaS44___76093	vanY gene in vanG cluster	p125
mh_p125___183919	spaS51	spaS51___12515	vanY gene in vanB cluster	p125
mh_p125___183919	spaS74	spaS74___27017	vanY gene in vanB cluster	p125
mh_p125___183919	spaS102	spaS102___16537	vanY gene in vanB cluster	p125
mh_p125___183919	spaS104	spaS104___20613	vanY gene in vanB cluster	p125
mh_p125___60249	mh_p125	mh_p125___60249	vanXY gene in vanG cluster	p125
mh_p125___60249	spaS74	spaS74___124589	vanY gene in vanM cluster	p125
mh_p125___225480	mh_p125	mh_p125___225480	qacG	p125
mh_p125___225480	spaS15	spaS15___84549	qacJ	p125
mh_p125___225480	spaS40	spaS40___61643	qacG	p125
mh_p125___55492	mh_p125	mh_p125___55492	vanY gene in vanG cluster	p125
mh_p125___55492	spaS19	spaS19___99663	vanY gene in vanG cluster	p125
mh_p125___55492	spaS22	spaS22___60059	vanY gene in vanB cluster	p125
mh_p125___55492	spaS51	spaS51___41075	vanY gene in vanG cluster	p125
mh_p125___55492	spaS102	spaS102___91770	vanY gene in vanG cluster	p125
mh_p125___55492	spaS104	spaS104___48624	vanY gene in vanG cluster	p125
mh_p125___230037	mh_p125	mh_p125___230037	vanY gene in vanF cluster	p125
mh_p125___230037	spaS102	spaS102___99204	vanY gene in vanA cluster	p125
mh_p125___230037	spaS104	spaS104___71320	vanY gene in vanF cluster	p125
spaS257___52108	spaS257	spaS257___52108	tet(36)	p142
spaS257___52108	spaS258	spaS258___192537	tet(Q)	p142
spaS257___52108	spaS269	spaS269___204034	tet(Q)	p142
spaS259___132980	spaS259	spaS259___132980	vanY gene in vanG cluster	p142
spaS259___132980	spaS258	spaS258___127655	vanY gene in vanM cluster	p142
spaS259___132980	spaS267	spaS267___162563	vanY gene in vanG cluster	p142
spaS259___132980	spaS268	spaS268___73055	vanY gene in vanG cluster	p142
spaS259___132980	spaS269	spaS269___29414	vanY gene in vanG cluster	p142
spaS259___132980	spaS282	spaS282___33137	vanY gene in vanG cluster	p142
spaS258___67383	spaS258	spaS258___67383	vanW gene in vanG cluster	p142
spaS258___67383	spaS259	spaS259___202072	vanW gene in vanB cluster	p142
spaS268___247274	spaS268	spaS268___247274	vanY gene in vanG cluster	p142
spaS268___247274	spaS257	spaS257___213833	vanY gene in vanB cluster	p142
spaS257___22728	spaS257	spaS257___22728	vanY gene in vanG cluster	p142
spaS257___22728	spaS258	spaS258___92300	vanY gene in vanB cluster	p142
spaS257___22728	spaS268	spaS268___122299	vanY gene in vanB cluster	p142
spaS257___22728	spaS282	spaS282___34596	vanY gene in vanB cluster	p142
spaS269___162555	spaS269	spaS269___162555	vanY gene in vanB cluster	p142
spaS269___162555	spaS268	spaS268___247120	vanY gene in vanA cluster	p142
spaS269___162555	spaS282	spaS282___229183	vanY gene in vanB cluster	p142
spaS257___151670	spaS257	spaS257___151670	vanY gene in vanF cluster	p142
spaS257___151670	spaS258	spaS258___213328	vanY gene in vanF cluster	p142
spaS257___151670	spaS259	spaS259___214196	vanY gene in vanF cluster	p142
spaS257___151670	spaS268	spaS268___219692	vanY gene in vanM cluster	p142
spaS257___151670	spaS282	spaS282___207945	vanY gene in vanF cluster	p142
spaS267___121373	spaS267	spaS267___121373	tet(36)	p142
spaS267___121373	spaS269	spaS269___156800	tet(36)	p142
spaS267___121373	spaS282	spaS282___134814	tet(Q)	p142
spaS184___8804	spaS184	spaS184___8804	vanH gene in vanO cluster	p151
spaS184___8804	spaS215	spaS215___89078	vanH gene in vanP cluster	p151
spaS98___26541	spaS98	spaS98___26541	vanY gene in vanM cluster	p151
spaS98___26541	spaS103	spaS103___29800	vanY gene in vanG cluster	p151
spaS98___26541	spaS107	spaS107___35956	vanY gene in vanG cluster	p151
spaS184___126942	spaS184	spaS184___126942	nimA	p151
spaS184___126942	spaS215	spaS215___159278	nimG	p151
spaS103___17203	spaS103	spaS103___17203	EC-14	p151
spaS103___17203	spaS149	spaS149___100113	Escherichia coli ampC beta-lactamase	p151
spaS98___15903	spaS98	spaS98___15903	vanY gene in vanF cluster	p151
spaS98___15903	spaS103	spaS103___12105	vanY gene in vanF cluster	p151
spaS98___15903	spaS107	spaS107___16113	vanY gene in vanF cluster	p151
spaS98___15903	spaS154	spaS154___19339	vanY gene in vanF cluster	p151
spaS98___15903	spaS184	spaS184___172204	vanY gene in vanB cluster	p151
mh_p292___20400	mh_p292	mh_p292___20400	vanY gene in vanG cluster	p292
mh_p292___20400	spaS7	spaS7___27313	vanY gene in vanG cluster	p292
mh_p292___20400	spaS12	spaS12___98175	vanY gene in vanG cluster	p292
mh_p292___20400	spaS20	spaS20___65507	vanY gene in vanG cluster	p292
mh_p292___20400	spaS23	spaS23___57131	vanY gene in vanB cluster	p292
mh_p292___20400	spaS39	spaS39___62557	vanY gene in vanA cluster	p292
mh_p292___20400	spaS55	spaS55___135784	vanY gene in vanA cluster	p292
mh_p292___20400	spaS225	spaS225___62582	vanY gene in vanG cluster	p292
mh_p292___20400	spaS228	spaS228___58301	vanY gene in vanG cluster	p292
mh_p292___20400	spaS232	spaS232___38790	vanY gene in vanG cluster	p292
mh_p292___279815	mh_p292	mh_p292___279815	vanY gene in vanG cluster	p292
mh_p292___279815	spaS23	spaS23___65382	vanY gene in vanG cluster	p292
mh_p292___279815	spaS49	spaS49___26070	vanY gene in vanG cluster	p292
mh_p292___279815	spaS97	spaS97___128214	vanY gene in vanB cluster	p292
spaS130___203788	spaS130	spaS130___203788	vanXY gene in vanG cluster	p292
spaS130___203788	mh_p292	mh_p292___145436	vanY gene in vanM cluster	p292
spaS99___125721	spaS99	spaS99___125721	vanY gene in vanB cluster	p292
spaS99___125721	mh_p292	mh_p292___241515	vanY gene in vanB cluster	p292
spaS99___125721	spaS49	spaS49___20387	vanY gene in vanB cluster	p292
spaS99___125721	spaS55	spaS55___9081	vanY gene in vanB cluster	p292
spaS99___125721	spaS97	spaS97___83536	vanY gene in vanB cluster	p292
spaS99___125721	spaS130	spaS130___186763	vanY gene in vanM cluster	p292
spaS99___125721	spaS130	spaS130___201237	vanY gene in vanB cluster	p292
spaS232___40914	spaS232	spaS232___40914	vanY gene in vanM cluster	p292
spaS232___40914	spaS49	spaS49___78974	vanY gene in vanG cluster	p292
mh_p292___217606	mh_p292	mh_p292___217606	vanY gene in vanM cluster	p292
mh_p292___217606	spaS97	spaS97___118273	vanY gene in vanF cluster	p292
mh_p292___217606	spaS99	spaS99___79678	vanY gene in vanM cluster	p292
mh_p292___217606	spaS130	spaS130___194372	vanY gene in vanM cluster	p292
spaS97___44597	spaS97	spaS97___44597	tet(36)	p292
spaS97___44597	spaS7	spaS7___8401	tet(Q)	p292
spaS97___44597	spaS12	spaS12___7413	tet(Q)	p292
mh_p292___232417	mh_p292	mh_p292___232417	vanY gene in vanB cluster	p292
mh_p292___232417	spaS55	spaS55___42228	vanY gene in vanB cluster	p292
mh_p292___232417	spaS130	spaS130___138980	vanY gene in vanF cluster	p292
spaS55___32729	spaS55	spaS55___32729	vanY gene in vanB cluster	p292
spaS55___32729	mh_p292	mh_p292___379424	vanY gene in vanB cluster	p292
spaS55___32729	spaS7	spaS7___77894	vanY gene in vanG cluster	p292
spaS55___32729	spaS130	spaS130___62154	vanY gene in vanB cluster	p292
spaS55___32729	spaS23	spaS23___99064	vanY gene in vanB cluster	p292
spaS55___32729	mh_p292	mh_p292___104808	vanY gene in vanB cluster	p292
mh_p292___112218	mh_p292	mh_p292___112218	vanY gene in vanB cluster	p292
mh_p292___112218	spaS97	spaS97___82628	vanY gene in vanB cluster	p292
mh_p292___112218	spaS99	spaS99___105575	vanY gene in vanM cluster	p292
mh_p292___355100	mh_p292	mh_p292___355100	vanY gene in vanF cluster	p292
mh_p292___355100	spaS20	spaS20___51918	vanY gene in vanF cluster	p292
mh_p292___355100	spaS23	spaS23___30333	vanY gene in vanF cluster	p292
mh_p292___355100	spaS49	spaS49___20145	vanY gene in vanF cluster	p292
mh_p292___355100	spaS97	spaS97___48683	vanY gene in vanF cluster	p292
mh_p292___355100	spaS99	spaS99___48802	vanY gene in vanF cluster	p292
mh_p292___355100	spaS130	spaS130___209625	vanY gene in vanB cluster	p292
mh_p292___231151	mh_p292	mh_p292___231151	vanY gene in vanG cluster	p292
mh_p292___231151	spaS97	spaS97___131753	vanY gene in vanM cluster	p292
spaS7___105482	spaS7	spaS7___105482	vanW gene in vanB cluster	p292
spaS7___105482	mh_p292	mh_p292___22669	vanW gene in vanB cluster	p292
spaS7___105482	spaS225	spaS225___59435	vanW gene in vanG cluster	p292
spaS7___105482	spaS225	spaS225___67982	vanW gene in vanB cluster	p292
spaS130___179254	spaS130	spaS130___179254	nimA	p292
spaS130___179254	mh_p292	mh_p292___305708	nimG	p292
spaS130___152369	spaS130	spaS130___152369	nimE	p292
spaS130___152369	mh_p292	mh_p292___70875	nimE	p292
spaS130___152369	spaS12	spaS12___118412	nimG	p292
mh_p341___138500	mh_p341	mh_p341___138500	vanW gene in vanG cluster	p341
mh_p341___138500	spaS260	spaS260___61518	vanW gene in vanB cluster	p341
mh_p341___138500	spaS262	spaS262___70190	vanW gene in vanB cluster	p341
mh_p341___138500	spaS263	spaS263___29850	vanW gene in vanG cluster	p341
mh_p341___138500	spaS270	spaS270___29254	vanW gene in vanG cluster	p341
mh_p341___138500	spaS271	spaS271___29224	vanW gene in vanG cluster	p341
mh_p341___138500	spaS272	spaS272___15086	vanW gene in vanG cluster	p341
mh_p341___138500	spaS273	spaS273___84977	vanW gene in vanG cluster	p341
mh_p341___138500	spaS274	spaS274___107479	vanW gene in vanG cluster	p341
mh_p341___138500	spaS298	spaS298___140566	vanW gene in vanG cluster	p341
spaS260___23893	spaS260	spaS260___23893	oqxB	p341
spaS260___23893	mh_p341	mh_p341___120982	adeF	p341
spaS262___66719	spaS262	spaS262___66719	vanY gene in vanB cluster	p341
spaS262___66719	mh_p341	mh_p341___273374	vanY gene in vanM cluster	p341
spaS262___19564	spaS262	spaS262___19564	vanY gene in vanG cluster	p341
spaS262___19564	spaS263	spaS263___89986	vanY gene in vanM cluster	p341
spaS262___19564	mh_p341	mh_p341___98390	vanY gene in vanG cluster	p341
spaS273___102371	spaS273	spaS273___102371	vanY gene in vanM cluster	p341
spaS273___102371	mh_p341	mh_p341___112706	vanY gene in vanA cluster	p341
spaS271___81763	spaS271	spaS271___81763	vanXY gene in vanG cluster	p341
spaS271___81763	mh_p341	mh_p341___149212	vanY gene in vanA cluster	p341
mh_p341___151973	mh_p341	mh_p341___151973	vanY gene in vanF cluster	p341
mh_p341___151973	spaS260	spaS260___52384	vanY gene in vanF cluster	p341
mh_p341___151973	spaS261	spaS261___64215	vanY gene in vanF cluster	p341
mh_p341___151973	spaS262	spaS262___22522	vanY gene in vanF cluster	p341
mh_p341___151973	spaS263	spaS263___66541	vanY gene in vanF cluster	p341
mh_p341___151973	spaS270	spaS270___70401	vanY gene in vanF cluster	p341
mh_p341___151973	spaS272	spaS272___90459	vanY gene in vanF cluster	p341
mh_p341___151973	spaS273	spaS273___110370	vanY gene in vanB cluster	p341
mh_p341___151973	spaS274	spaS274___113923	vanY gene in vanB cluster	p341
mh_p341___36627	mh_p341	mh_p341___36627	vanY gene in vanB cluster	p341
mh_p341___36627	spaS260	spaS260___63395	vanY gene in vanA cluster	p341
mh_p341___36627	spaS262	spaS262___79356	vanY gene in vanB cluster	p341
mh_p341___36627	spaS263	spaS263___55691	vanY gene in vanA cluster	p341
mh_p341___36627	spaS270	spaS270___61693	vanY gene in vanB cluster	p341
mh_p341___36627	spaS271	spaS271___60906	vanY gene in vanB cluster	p341
mh_p341___36627	spaS272	spaS272___68761	vanY gene in vanB cluster	p341
mh_p341___36627	spaS273	spaS273___115909	vanY gene in vanA cluster	p341
mh_p341___36627	spaS298	spaS298___97370	vanY gene in vanA cluster	p341
mh_p341___36627	spaS261	spaS261___89373	vanY gene in vanA cluster	p341
mh_p341___42690	mh_p341	mh_p341___42690	vanY gene in vanB cluster	p341
mh_p341___42690	spaS270	spaS270___92417	vanY gene in vanF cluster	p341
spaS262___49013	spaS262	spaS262___49013	vanY gene in vanM cluster	p341
spaS262___49013	spaS261	spaS261___83790	vanY gene in vanG cluster	p341
spaS261___72905	spaS261	spaS261___72905	vanY gene in vanG cluster	p341
spaS261___72905	spaS273	spaS273___115966	vanY gene in vanG cluster	p341
spaS261___72905	mh_p341	mh_p341___257286	vanY gene in vanM cluster	p341
spaS261___72905	spaS272	spaS272___138717	vanY gene in vanG cluster	p341
spaS261___72905	mh_p341	mh_p341___306218	vanY gene in vanG cluster	p341
spaS261___72905	spaS263	spaS263___74480	vanY gene in vanG cluster	p341
spaS261___72905	mh_p341	mh_p341___56621	vanY gene in vanG cluster	p341
mh_p341___265991	mh_p341	mh_p341___265991	tet(Q)	p341
mh_p341___265991	spaS261	spaS261___48314	tet(36)	p341
mh_p341___265991	spaS263	spaS263___62712	tet(36)	p341
mh_p341___265991	spaS272	spaS272___84833	tet(Q)	p341
mh_p341___265991	spaS273	spaS273___76384	tet(Q)	p341
mh_p341___265991	spaS274	spaS274___54708	tet(Q)	p341
spaS171___31872	spaS171	spaS171___31872	vanY gene in vanB cluster	p373
spaS171___31872	spaS185	spaS185___79331	vanY gene in vanM cluster	p373
spaS171___31872	spaS209	spaS209___79689	vanY gene in vanB cluster	p373
spaS171___27948	spaS171	spaS171___27948	vanY gene in vanB cluster	p373
spaS171___27948	spaS177	spaS177___71237	vanY gene in vanF cluster	p373
spaS171___27948	spaS185	spaS185___75329	vanY gene in vanF cluster	p373
spaS171___27948	spaS209	spaS209___35289	vanY gene in vanF cluster	p373
spaS177___76920	spaS177	spaS177___76920	vanY gene in vanB cluster	p373
spaS177___76920	spaS171	spaS171___86414	vanY gene in vanA cluster	p373
spaS177___76920	spaS185	spaS185___74863	vanY gene in vanB cluster	p373
mh_p398___35975	mh_p398	mh_p398___35975	vanH gene in vanO cluster	p398
mh_p398___35975	spaS208	spaS208___126737	vanH gene in vanF cluster	p398
mh_p398___203279	mh_p398	mh_p398___203279	vanY gene in vanG cluster	p398
mh_p398___203279	spaS167	spaS167___71904	vanY gene in vanB cluster	p398
mh_p398___36743	mh_p398	mh_p398___36743	vanH gene in vanP cluster	p398
mh_p398___36743	spaS155	spaS155___43450	vanH gene in vanO cluster	p398
mh_p398___36743	spaS167	spaS167___10909	vanH gene in vanP cluster	p398
mh_p398___36743	spaS172	spaS172___14215	vanH gene in vanP cluster	p398
mh_p398___36743	spaS191	spaS191___14767	vanH gene in vanP cluster	p398
mh_p398___36743	spaS200	spaS200___10203	vanH gene in vanP cluster	p398
mh_p398___36743	spaS203	spaS203___10918	vanH gene in vanP cluster	p398
mh_p398___36743	spaS208	spaS208___15377	vanH gene in vanP cluster	p398
mh_p398___48128	mh_p398	mh_p398___48128	emrB	p398
mh_p398___48128	spaS155	spaS155___33507	emrB	p398
mh_p398___48128	spaS191	spaS191___82083	Klebsiella pneumoniae KpnH	p398
mh_p398___212874	mh_p398	mh_p398___212874	vanXY gene in vanG cluster	p398
mh_p398___212874	spaS191	spaS191___93171	vanXY gene in vanE cluster	p398
mh_p398___212874	spaS208	spaS208___112793	vanXY gene in vanG cluster	p398
mh_p398___219153	mh_p398	mh_p398___219153	vanY gene in vanB cluster	p398
mh_p398___219153	spaS208	spaS208___122326	vanY gene in vanB cluster	p398
mh_p398___219153	spaS208	spaS208___127678	vanY gene in vanM cluster	p398
mh_p398___219153	spaS218	spaS218___35611	vanY gene in vanB cluster	p398
mh_p398___88096	mh_p398	mh_p398___88096	vanY gene in vanB cluster	p398
mh_p398___88096	spaS155	spaS155___16737	vanY gene in vanB cluster	p398
mh_p398___88096	spaS167	spaS167___63915	vanY gene in vanB cluster	p398
mh_p398___88096	spaS172	spaS172___72309	vanY gene in vanG cluster	p398
mh_p398___88096	spaS191	spaS191___80957	vanY gene in vanB cluster	p398
mh_p408___25113	mh_p408	mh_p408___25113	tet(Q)	p408
mh_p408___25113	spaS119	spaS119___48302	tet(36)	p408
mh_p408___25113	spaS126	spaS126___106697	tet(Q)	p408
mh_p408___218430	mh_p408	mh_p408___218430	vanY gene in vanM cluster	p408
mh_p408___218430	spaS114	spaS114___14887	vanY gene in vanM cluster	p408
mh_p408___218430	spaS119	spaS119___13036	vanY gene in vanM cluster	p408
mh_p408___218430	spaS126	spaS126___21160	vanY gene in vanM cluster	p408
mh_p408___218430	spaS135	spaS135___114441	vanY gene in vanB cluster	p408
mh_p408___114823	mh_p408	mh_p408___114823	vanXY gene in vanG cluster	p408
mh_p408___114823	spaS135	spaS135___130203	vanY gene in vanB cluster	p408
mh_p408___114823	spaS141	spaS141___111495	vanXY gene in vanG cluster	p408
spaS126___118607	spaS126	spaS126___118607	vanY gene in vanB cluster	p408
spaS126___118607	mh_p408	mh_p408___186674	vanY gene in vanG cluster	p408
mh_p408___206322	mh_p408	mh_p408___206322	vanY gene in vanB cluster	p408
mh_p408___206322	spaS135	spaS135___130995	vanY gene in vanG cluster	p408
mh_p408___206322	spaS150	spaS150___92518	vanY gene in vanB cluster	p408
spaS100___78872	spaS100	spaS100___78872	vanY gene in vanB cluster	p431
spaS100___78872	spaS3	spaS3___68178	vanY gene in vanA cluster	p431
spaS100___78872	spaS10	spaS10___76132	vanY gene in vanB cluster	p431
spaS100___78872	spaS16	spaS16___76159	vanY gene in vanB cluster	p431
spaS100___78872	spaS65	spaS65___56862	vanY gene in vanB cluster	p431
spaS100___78872	spaS66	spaS66___46874	vanY gene in vanA cluster	p431
spaS100___78872	spaS70	spaS70___98568	vanY gene in vanB cluster	p431
spaS100___78872	spaS77	spaS77___56166	vanY gene in vanA cluster	p431
spaS100___78872	spaS78	spaS78___145807	vanY gene in vanA cluster	p431
spaS100___78872	spaS81	spaS81___51836	vanY gene in vanB cluster	p431
spaS100___78872	spaS83	spaS83___41354	vanY gene in vanB cluster	p431
spaS100___78872	spaS96	spaS96___45652	vanY gene in vanA cluster	p431
spaS100___78872	spaS110	spaS110___73562	vanY gene in vanB cluster	p431
spaS100___78872	spaS115	spaS115___135832	vanY gene in vanA cluster	p431
spaS100___78872	spaS123	spaS123___121373	vanY gene in vanA cluster	p431
spaS100___78872	spaS127	spaS127___93992	vanY gene in vanB cluster	p431
spaS100___78872	spaS142	spaS142___60281	vanY gene in vanB cluster	p431
spaS100___78872	spaS156	spaS156___70822	vanY gene in vanB cluster	p431
spaS100___78872	spaS233	spaS233___43433	vanY gene in vanA cluster	p431
spaS100___78872	spaS236	spaS236___47161	vanY gene in vanA cluster	p431
spaS100___78872	spaS238	spaS238___87626	vanY gene in vanA cluster	p431
spaS100___78872	spaS243	spaS243___53527	vanY gene in vanA cluster	p431
spaS100___78872	spaS158	spaS158___118892	vanY gene in vanB cluster	p431
spaS2___31668	spaS2	spaS2___31668	vanW gene in vanG cluster	p431
spaS2___31668	spaS3	spaS3___41176	vanW gene in vanG cluster	p431
spaS2___31668	spaS26	spaS26___64185	vanW gene in vanG cluster	p431
spaS2___31668	spaS65	spaS65___24411	vanW gene in vanG cluster	p431
spaS2___31668	spaS66	spaS66___26753	vanW gene in vanG cluster	p431
spaS2___31668	spaS70	spaS70___14229	vanW gene in vanG cluster	p431
spaS2___31668	spaS77	spaS77___20703	vanW gene in vanG cluster	p431
spaS2___31668	spaS78	spaS78___30822	vanW gene in vanG cluster	p431
spaS2___31668	spaS204	spaS204___107093	vanW gene in vanB cluster	p431
spaS2___31668	spaS210	spaS210___23995	vanW gene in vanG cluster	p431
spaS2___31668	spaS211	spaS211___34775	vanW gene in vanG cluster	p431
spaS2___31668	spaS242	spaS242___14817	vanW gene in vanG cluster	p431
spaS2___31668	spaS243	spaS243___24040	vanW gene in vanG cluster	p431
spaS2___31668	spaS244	spaS244___31557	vanW gene in vanG cluster	p431
spaS65___80668	spaS65	spaS65___80668	vanY gene in vanG cluster	p431
spaS65___80668	spaS16	spaS16___20787	vanY gene in vanG cluster	p431
spaS65___80668	spaS26	spaS26___14369	vanY gene in vanG cluster	p431
spaS65___80668	spaS78	spaS78___118270	vanY gene in vanG cluster	p431
spaS65___80668	spaS115	spaS115___89243	vanY gene in vanB cluster	p431
spaS65___80668	spaS123	spaS123___108711	vanY gene in vanG cluster	p431
spaS65___80668	spaS127	spaS127___61707	vanY gene in vanG cluster	p431
spaS65___80668	spaS156	spaS156___154301	vanY gene in vanB cluster	p431
spaS65___80668	spaS158	spaS158___100205	vanY gene in vanG cluster	p431
spaS65___80668	spaS186	spaS186___177471	vanY gene in vanG cluster	p431
spaS65___80668	spaS210	spaS210___56504	vanY gene in vanG cluster	p431
spaS65___80668	spaS211	spaS211___148760	vanY gene in vanG cluster	p431
spaS65___80668	spaS233	spaS233___73491	vanY gene in vanG cluster	p431
spaS65___80668	spaS236	spaS236___94738	vanY gene in vanG cluster	p431
spaS65___132067	spaS65	spaS65___132067	vanY gene in vanB cluster	p431
spaS65___132067	spaS70	spaS70___54131	vanY gene in vanG cluster	p431
spaS16___10941	spaS16	spaS16___10941	vanY gene in vanB cluster	p431
spaS16___10941	spaS26	spaS26___12875	vanY gene in vanB cluster	p431
spaS16___10941	spaS65	spaS65___120654	vanY gene in vanB cluster	p431
spaS16___10941	spaS77	spaS77___126573	vanY gene in vanB cluster	p431
